date,hospitalized_current,icu_current,ventilator_current
2020-06-15,4366.0,417.0,348.0
2020-06-16,4533.0,407.0,342.0
2020-06-17,4835.0,421.0,389.0
2020-06-18,,,
2020-06-19,4713.0,434.0,376.0
2020-06-20,,,
2020-06-21,4628.0,457.0,372.0
2020-06-22,4879.0,464.0,433.0
2020-06-23,,,
2020-06-24,5053.0,483.0,383.0
2020-06-25,5125.0,483.0,391.0
2020-06-26,5140.0,484.0,449.0
2020-06-27,5174.0,481.0,431.0
2020-06-28,,,
2020-06-29,5170.0,443.0,461.0
2020-06-30,5359.0,491.0,480.0
2020-07-01,5831.0,487.0,449.0
2020-07-02,4192.0,382.0,350.0
2020-07-03,,,
2020-07-04,5135.0,444.0,335.0
2020-07-05,,,
2020-07-06,,,
2020-07-07,,,
2020-07-08,,,
2020-07-09,,,
2020-07-10,,,
2020-07-11,,,
2020-07-12,,,
2020-07-13,7370.0,633.0,518.0
2020-07-14,,,
2020-07-15,7601.0,665.0,523.0
2020-07-16,7756.0,697.0,500.0
2020-07-17,7782.0,644.0,511.0
2020-07-18,7834.0,649.0,517.0
2020-07-19,7955.0,678.0,505.0
2020-07-20,7972.0,674.0,506.0
2020-07-21,8234.0,707.0,566.0
2020-07-22,8523.0,737.0,579.0
2020-07-23,,,
2020-07-24,,,
2020-07-25,8439.0,703.0,571.0
2020-07-26,,,
2020-07-27,8712.0,724.0,570.0
2020-07-28,,,
2020-07-29,8900.0,730.0,571.0
2020-07-30,,,
2020-07-31,,,
2020-08-01,8955.0,782.0,616.0
2020-08-02,,,
2020-08-03,9049.0,788.0,613.0
2020-08-04,9104.0,780.0,637.0
2020-08-05,8917.0,807.0,637.0
2020-08-06,8860.0,779.0,588.0
2020-08-07,,,
2020-08-08,8676.0,768.0,619.0
2020-08-09,8754.0,787.0,632.0
2020-08-10,,,
2020-08-11,8797.0,806.0,636.0
2020-08-12,8844.0,797.0,676.0
2020-08-13,8961.0,791.0,626.0
2020-08-14,8999.0,771.0,622.0
2020-08-15,8949.0,805.0,648.0
2020-08-16,9102.0,840.0,643.0
2020-08-17,,,
2020-08-18,9459.0,830.0,623.0
2020-08-19,9308.0,792.0,651.0
2020-08-20,,851.0,
2020-08-21,9452.0,809.0,667.0
2020-08-22,9274.0,843.0,629.0
2020-08-23,9515.0,842.0,604.0
2020-08-24,9695.0,846.0,594.0
2020-08-25,,,
2020-08-26,9713.0,832.0,608.0
2020-08-27,,,
2020-08-28,9834.0,852.0,583.0
2020-08-29,9834.0,860.0,612.0
