dep;jour;incid_hosp;incid_rea;incid_dc;incid_rad
77;2020-03-31;130;25;18;42
77;2020-04-01;114;25;18;60
77;2020-04-02;111;28;14;45
77;2020-04-03;132;20;12;45
77;2020-04-04;66;16;14;71
77;2020-04-05;56;10;5;15
77;2020-04-06;64;19;23;55
77;2020-04-07;115;20;12;60
77;2020-04-08;93;15;18;88
77;2020-04-09;131;12;20;95
77;2020-04-10;106;15;16;62
77;2020-04-11;63;5;10;32
77;2020-04-12;45;7;7;24
77;2020-04-13;47;8;10;21
77;2020-04-14;80;14;29;48
77;2020-04-15;99;6;18;73
77;2020-04-16;111;7;20;82
77;2020-04-17;100;8;19;77
77;2020-04-18;75;6;27;126
77;2020-04-19;45;2;11;26
77;2020-04-20;48;7;18;48
77;2020-04-21;58;4;19;64
77;2020-04-22;52;10;21;46
77;2020-04-23;35;5;9;54
77;2020-04-24;64;7;11;53
77;2020-04-25;46;3;4;36
77;2020-04-26;16;5;7;23
77;2020-04-27;20;3;10;17
77;2020-04-28;38;4;13;41
77;2020-04-29;62;4;15;56
77;2020-04-30;43;11;4;36
77;2020-05-01;22;1;6;17
77;2020-05-02;20;3;6;18
78;2020-03-19;54;7;2;3
78;2020-03-20;32;6;5;9
78;2020-03-21;58;11;2;14
78;2020-03-22;39;4;0;4
78;2020-03-23;33;9;3;7
78;2020-03-24;98;25;8;19
78;2020-03-25;80;16;12;28
78;2020-03-26;112;16;6;26
78;2020-03-27;75;9;10;23
78;2020-03-28;101;21;8;35
78;2020-03-29;73;7;8;18
78;2020-03-30;97;18;11;45
78;2020-03-31;194;25;19;59
78;2020-04-01;192;20;21;63
78;2020-04-02;100;14;18;48
78;2020-04-03;86;15;18;42
78;2020-04-04;91;11;13;18
78;2020-04-05;25;0;7;17
78;2020-04-06;125;8;20;44
78;2020-04-07;85;10;14;38
78;2020-04-08;97;12;10;47
78;2020-04-09;55;5;16;50
78;2020-04-10;61;12;15;39
78;2020-04-11;67;3;9;40
78;2020-04-12;33;5;10;17
78;2020-04-13;49;1;9;36
78;2020-04-14;40;3;17;42
78;2020-04-15;70;2;14;72
78;2020-04-16;56;3;11;65
78;2020-04-17;46;2;11;47
78;2020-04-18;32;5;6;109
78;2020-04-19;21;3;0;9
78;2020-04-20;58;5;23;30
78;2020-04-21;40;9;14;40
78;2020-04-22;45;0;7;34
78;2020-04-23;19;5;9;41
78;2020-04-24;52;5;12;42
78;2020-04-25;21;2;2;30
78;2020-04-26;15;4;1;6
78;2020-04-27;16;2;7;14
78;2020-04-28;53;1;14;32
78;2020-04-29;17;0;3;21
78;2020-04-30;30;2;3;50
78;2020-05-01;18;0;3;24
78;2020-05-02;21;1;1;10
79;2020-03-19;4;1;0;1
79;2020-03-20;8;0;0;5
79;2020-03-21;3;0;0;1
79;2020-03-22;4;0;1;2
79;2020-03-23;1;0;0;1
79;2020-03-24;1;0;0;0
79;2020-03-25;3;0;0;1
79;2020-03-26;4;0;0;0
79;2020-03-27;2;0;1;0
79;2020-03-28;2;0;0;1
79;2020-03-29;6;3;0;1
79;2020-03-30;4;0;0;4
79;2020-03-31;5;2;0;1
79;2020-04-01;6;0;0;3
79;2020-04-02;4;1;3;5
79;2020-04-03;2;1;1;2
79;2020-04-04;1;0;2;2
79;2020-04-05;2;0;0;0
79;2020-04-06;2;0;0;1
79;2020-04-07;7;0;0;3
79;2020-04-08;5;1;1;3
79;2020-04-09;4;1;0;1
79;2020-04-10;4;3;0;2
79;2020-04-11;1;0;0;1
79;2020-04-12;1;0;1;3
79;2020-04-13;1;1;0;0
79;2020-04-14;2;0;0;1
79;2020-04-15;3;0;2;4
79;2020-04-16;2;0;0;1
79;2020-04-17;2;0;0;1
79;2020-04-18;1;0;0;0
79;2020-04-19;0;0;1;0
79;2020-04-20;0;0;0;0
79;2020-04-21;1;0;1;2
79;2020-04-22;1;0;0;3
79;2020-04-23;0;1;0;2
79;2020-04-24;0;0;0;1
79;2020-04-25;2;0;0;0
79;2020-04-26;2;1;0;0
79;2020-04-27;1;0;1;1
79;2020-04-28;1;0;0;0
79;2020-04-29;0;0;1;0
79;2020-04-30;1;0;1;5
79;2020-05-01;0;0;0;2
79;2020-05-02;1;0;2;0
80;2020-03-19;28;6;1;3
80;2020-03-20;26;8;1;4
80;2020-03-21;30;5;5;5
80;2020-03-22;18;4;0;0
80;2020-03-23;14;2;1;1
80;2020-03-24;24;3;4;6
80;2020-03-25;34;4;3;11
80;2020-03-26;19;6;4;8
80;2020-03-27;17;1;2;6
80;2020-03-28;57;7;4;15
80;2020-03-29;35;5;5;9
80;2020-03-30;28;9;5;8
80;2020-03-31;47;9;9;25
80;2020-04-01;24;3;3;3
80;2020-04-02;32;4;1;9
80;2020-04-03;58;4;6;13
80;2020-04-04;61;10;14;34
80;2020-04-05;25;6;8;1
80;2020-04-06;30;4;13;2
80;2020-04-07;22;4;6;29
80;2020-04-08;26;5;6;17
80;2020-04-09;25;7;3;9
80;2020-04-10;23;3;6;23
80;2020-04-11;42;6;8;40
80;2020-04-12;12;0;4;11
80;2020-04-13;21;2;4;4
80;2020-04-14;22;3;3;14
80;2020-04-15;12;1;5;17
80;2020-04-16;17;2;2;15
80;2020-04-17;28;0;3;26
80;2020-04-18;10;2;6;8
80;2020-04-19;12;1;3;4
80;2020-04-20;7;0;3;10
80;2020-04-21;11;1;1;25
80;2020-04-22;30;3;7;19
80;2020-04-23;16;2;2;16
80;2020-04-24;10;2;3;24
80;2020-04-25;15;2;2;11
80;2020-04-26;7;4;2;0
80;2020-04-27;9;0;4;2
80;2020-04-28;8;0;3;17
80;2020-04-29;3;1;0;17
80;2020-04-30;6;1;2;8
80;2020-05-01;3;1;1;12
80;2020-05-02;2;0;1;6
81;2020-03-19;2;1;0;0
81;2020-03-20;3;0;0;2
81;2020-03-21;1;0;1;0
81;2020-03-22;2;0;0;1
81;2020-03-23;0;2;0;0
81;2020-03-24;1;0;0;0
81;2020-03-25;8;4;0;1
81;2020-03-26;10;3;0;3
81;2020-03-27;4;2;0;2
81;2020-03-28;5;2;0;0
81;2020-03-29;7;4;0;0
81;2020-03-30;5;1;1;3
81;2020-03-31;6;1;0;1
81;2020-04-01;11;3;1;1
81;2020-04-02;10;5;0;5
81;2020-04-03;4;0;0;1
81;2020-04-04;2;1;0;1
81;2020-04-05;3;2;1;2
81;2020-04-06;3;2;1;7
81;2020-04-07;10;4;0;7
81;2020-04-08;3;1;1;2
81;2020-04-09;4;1;1;7
81;2020-04-10;2;1;2;6
81;2020-04-11;2;0;1;4
81;2020-04-12;2;0;0;0
81;2020-04-13;3;1;1;1
81;2020-04-14;3;1;2;2
81;2020-04-15;3;0;1;4
81;2020-04-16;2;0;1;0
81;2020-04-17;1;0;0;0
81;2020-04-18;2;0;0;2
81;2020-04-19;0;0;0;0
81;2020-04-20;0;0;2;2
81;2020-04-21;0;1;0;2
81;2020-04-22;1;0;0;1
81;2020-04-23;0;0;0;1
81;2020-04-24;2;0;1;2
81;2020-04-25;1;0;0;0
81;2020-04-26;0;0;0;0
81;2020-04-27;4;0;1;2
81;2020-04-28;3;1;0;2
81;2020-04-29;1;0;0;1
81;2020-04-30;6;0;0;0
81;2020-05-01;0;1;0;9
81;2020-05-02;1;0;1;0
82;2020-03-19;0;0;0;0
82;2020-03-20;0;0;0;0
82;2020-03-21;2;1;0;0
82;2020-03-22;0;0;0;0
82;2020-03-23;0;0;0;1
82;2020-03-24;1;0;0;1
82;2020-03-25;0;0;0;0
82;2020-03-26;0;0;0;0
82;2020-03-27;1;0;0;0
82;2020-03-28;0;0;0;0
82;2020-03-29;0;0;0;0
82;2020-03-30;4;3;0;1
82;2020-03-31;2;0;0;0
82;2020-04-01;4;1;1;0
82;2020-04-02;0;0;0;0
82;2020-04-03;2;1;0;0
82;2020-04-04;0;0;0;0
82;2020-04-05;6;2;0;3
82;2020-04-06;2;1;1;0
82;2020-04-07;0;0;0;0
82;2020-04-08;2;2;0;0
82;2020-04-09;2;0;0;2
82;2020-04-10;2;0;0;3
82;2020-04-11;1;0;0;2
82;2020-04-12;0;0;0;0
82;2020-04-13;0;0;0;0
82;2020-04-14;2;1;0;2
82;2020-04-15;4;1;0;2
82;2020-04-16;2;1;0;4
82;2020-04-17;3;0;0;5
82;2020-04-18;0;0;0;0
82;2020-04-19;1;1;0;0
82;2020-04-20;2;1;0;1
82;2020-04-21;0;0;0;0
82;2020-04-22;0;0;0;0
82;2020-04-23;0;0;0;2
82;2020-04-24;0;0;0;1
82;2020-04-25;0;0;0;0
82;2020-04-26;0;0;0;0
82;2020-04-27;4;1;1;1
82;2020-04-28;0;0;0;0
82;2020-04-29;0;0;0;1
82;2020-04-30;0;0;0;0
82;2020-05-01;0;0;0;0
82;2020-05-02;0;0;0;0
83;2020-03-19;10;4;2;8
83;2020-03-20;8;3;0;2
83;2020-03-21;19;3;0;12
83;2020-03-22;22;4;0;11
83;2020-03-23;8;1;3;5
83;2020-03-24;19;3;2;5
83;2020-03-25;31;5;1;8
83;2020-03-26;23;3;4;8
83;2020-03-27;16;2;0;6
83;2020-03-28;26;4;0;1
83;2020-03-29;23;5;1;5
83;2020-03-30;30;5;5;12
83;2020-03-31;38;12;6;23
83;2020-04-01;13;3;3;14
83;2020-04-02;26;6;1;3
83;2020-04-03;22;3;2;20
83;2020-04-04;30;5;2;10
83;2020-04-05;31;6;4;5
83;2020-04-06;24;3;5;16
83;2020-04-07;20;5;5;18
83;2020-04-08;39;3;0;14
83;2020-04-09;35;0;2;18
83;2020-04-10;25;3;3;20
83;2020-04-11;23;3;1;17
83;2020-04-12;25;2;5;30
83;2020-04-13;20;2;6;0
83;2020-04-14;57;3;3;14
83;2020-04-15;39;2;3;28
83;2020-04-16;17;3;5;20
83;2020-04-17;16;4;8;17
83;2020-04-18;16;3;3;12
83;2020-04-19;9;1;1;4
83;2020-04-20;10;6;3;4
83;2020-04-21;12;3;3;13
83;2020-04-22;27;8;3;8
83;2020-04-23;20;2;4;16
83;2020-04-24;10;1;3;9
83;2020-04-25;12;2;2;39
83;2020-04-26;1;1;1;2
83;2020-04-27;31;2;5;38
83;2020-04-28;16;6;2;18
83;2020-04-29;36;0;2;60
83;2020-04-30;19;0;0;24
83;2020-05-01;7;2;0;8
83;2020-05-02;1;0;1;0
84;2020-03-19;6;1;0;2
84;2020-03-20;2;0;0;1
84;2020-03-21;7;2;0;1
84;2020-03-22;3;0;0;1
84;2020-03-23;10;3;2;5
84;2020-03-24;1;0;0;0
84;2020-03-25;13;2;0;5
84;2020-03-26;8;1;0;6
84;2020-03-27;10;4;0;4
84;2020-03-28;11;6;1;7
84;2020-03-29;4;0;0;0
84;2020-03-30;18;3;1;2
84;2020-03-31;5;2;1;6
84;2020-04-01;19;1;4;5
84;2020-04-02;17;2;2;3
84;2020-04-03;9;1;1;9
84;2020-04-04;6;0;1;4
84;2020-04-05;6;3;2;2
84;2020-04-06;10;0;0;4
84;2020-04-07;16;2;0;17
84;2020-04-08;11;0;3;11
84;2020-04-09;7;2;0;4
84;2020-04-10;7;0;2;8
84;2020-04-11;8;0;0;10
84;2020-04-12;6;1;1;3
84;2020-04-13;1;1;0;3
84;2020-04-14;4;0;0;2
84;2020-04-15;2;0;1;4
84;2020-04-16;2;0;0;0
84;2020-04-17;2;1;0;6
84;2020-04-18;8;0;1;6
84;2020-04-19;3;1;1;0
84;2020-04-20;2;0;0;2
84;2020-04-21;8;1;2;2
84;2020-04-22;4;0;0;2
84;2020-04-23;3;0;0;2
84;2020-04-24;15;3;0;3
84;2020-04-25;2;0;0;4
84;2020-04-26;3;1;0;0
84;2020-04-27;8;2;1;0
84;2020-04-28;3;2;0;6
84;2020-04-29;4;0;0;4
84;2020-04-30;3;0;0;5
84;2020-05-01;4;0;0;2
84;2020-05-02;4;0;0;6
85;2020-03-19;9;2;0;5
85;2020-03-20;1;0;0;0
85;2020-03-21;0;2;0;2
85;2020-03-22;4;3;0;1
85;2020-03-23;3;2;0;0
85;2020-03-24;4;0;0;0
85;2020-03-25;22;3;1;1
85;2020-03-26;16;2;1;2
85;2020-03-27;8;1;1;0
85;2020-03-28;14;1;1;3
85;2020-03-29;10;5;0;1
85;2020-03-30;2;1;0;0
85;2020-03-31;7;0;1;10
85;2020-04-01;12;3;2;4
85;2020-04-02;3;1;0;2
85;2020-04-03;13;2;5;2
85;2020-04-04;13;3;3;7
85;2020-04-05;7;2;0;0
85;2020-04-06;5;2;1;0
85;2020-04-07;1;0;0;6
85;2020-04-08;5;0;1;11
85;2020-04-09;7;2;0;2
85;2020-04-10;4;0;2;5
85;2020-04-11;9;0;1;4
85;2020-04-12;2;2;0;3
85;2020-04-13;7;0;1;2
85;2020-04-14;12;0;3;3
85;2020-04-15;2;1;1;8
85;2020-04-16;14;0;1;17
85;2020-04-17;14;0;0;6
85;2020-04-18;1;0;0;3
85;2020-04-19;1;0;0;1
85;2020-04-20;1;0;2;1
85;2020-04-21;8;0;2;6
85;2020-04-22;2;0;0;6
85;2020-04-23;3;0;1;7
85;2020-04-24;1;0;1;4
85;2020-04-25;0;0;0;3
85;2020-04-26;0;0;0;0
85;2020-04-27;4;0;1;2
85;2020-04-28;0;0;0;5
85;2020-04-29;1;0;0;2
85;2020-04-30;0;0;0;3
85;2020-05-01;2;0;0;1
85;2020-05-02;4;1;0;0
86;2020-03-19;6;1;0;0
86;2020-03-20;0;0;0;0
86;2020-03-21;3;2;0;1
86;2020-03-22;2;0;1;0
86;2020-03-23;3;1;1;0
86;2020-03-24;6;0;0;4
86;2020-03-25;8;3;1;4
86;2020-03-26;13;5;0;4
86;2020-03-27;10;3;2;2
86;2020-03-28;7;3;2;5
86;2020-03-29;7;6;1;0
86;2020-03-30;8;1;0;1
86;2020-03-31;4;4;3;6
86;2020-04-01;7;0;0;1
86;2020-04-02;3;0;3;3
86;2020-04-03;5;1;0;2
86;2020-04-04;1;0;1;2
86;2020-04-05;7;1;1;2
86;2020-04-06;8;1;0;1
86;2020-04-07;4;3;2;3
86;2020-04-08;5;1;0;3
86;2020-04-09;2;1;0;2
86;2020-04-10;6;3;0;7
86;2020-04-11;4;0;0;4
86;2020-04-12;0;0;0;0
86;2020-04-13;6;1;2;0
86;2020-04-14;5;1;1;7
86;2020-04-15;0;0;0;0
86;2020-04-16;3;1;3;6
86;2020-04-17;0;0;0;4
86;2020-04-18;0;0;0;2
86;2020-04-19;0;0;0;0
86;2020-04-20;9;0;0;1
86;2020-04-21;2;0;0;1
86;2020-04-22;3;0;0;3
86;2020-04-23;1;0;2;0
86;2020-04-24;0;0;2;4
86;2020-04-25;1;0;0;1
86;2020-04-26;0;0;0;0
86;2020-04-27;5;0;1;2
86;2020-04-28;3;1;1;0
86;2020-04-29;3;1;0;3
86;2020-04-30;3;0;0;4
86;2020-05-01;1;0;0;1
86;2020-05-02;0;0;0;0
87;2020-03-19;3;0;0;0
87;2020-03-20;1;1;0;0
87;2020-03-21;3;0;1;0
87;2020-03-22;3;0;0;0
87;2020-03-23;4;1;0;0
87;2020-03-24;3;2;1;0
87;2020-03-25;3;1;1;0
87;2020-03-26;5;0;1;1
87;2020-03-27;8;0;0;0
87;2020-03-28;7;1;0;2
87;2020-03-29;10;6;0;0
87;2020-03-30;8;1;1;1
87;2020-03-31;9;0;0;3
87;2020-04-01;7;2;0;6
87;2020-04-02;9;2;1;5
87;2020-04-03;5;1;1;5
87;2020-04-04;6;1;0;2
87;2020-04-05;3;1;1;2
87;2020-04-06;3;0;2;1
87;2020-04-07;6;2;0;3
87;2020-04-08;8;0;1;3
87;2020-04-09;6;2;0;2
87;2020-04-10;5;0;0;6
87;2020-04-11;3;2;0;5
87;2020-04-12;9;0;0;2
87;2020-04-13;3;0;0;2
87;2020-04-14;2;0;2;6
87;2020-04-15;3;0;0;6
87;2020-04-16;3;0;2;3
87;2020-04-17;1;0;1;1
87;2020-04-18;0;0;0;1
87;2020-04-19;1;0;1;2
87;2020-04-20;1;0;3;4
87;2020-04-21;5;0;1;3
87;2020-04-22;3;0;0;2
87;2020-04-23;2;0;0;2
87;2020-04-24;1;1;0;3
87;2020-04-25;0;0;1;1
87;2020-04-26;0;0;0;0
87;2020-04-27;1;0;0;3
87;2020-04-28;0;0;0;2
87;2020-04-29;0;0;1;1
87;2020-04-30;1;0;0;4
87;2020-05-01;0;0;0;0
87;2020-05-02;0;0;0;0
88;2020-03-19;17;1;5;1
88;2020-03-20;6;1;1;0
88;2020-03-21;23;7;7;7
88;2020-03-22;13;3;4;5
88;2020-03-23;17;1;7;4
88;2020-03-24;32;5;4;12
88;2020-03-25;45;6;5;8
88;2020-03-26;16;6;7;13
88;2020-03-27;42;3;9;10
88;2020-03-28;46;9;12;12
88;2020-03-29;37;1;4;5
88;2020-03-30;38;7;9;9
88;2020-03-31;71;6;8;11
88;2020-04-01;35;4;7;19
88;2020-04-02;38;12;5;20
88;2020-04-03;22;6;8;19
88;2020-04-04;24;5;7;23
88;2020-04-05;35;2;3;11
88;2020-04-06;18;6;8;6
88;2020-04-07;12;3;3;22
88;2020-04-08;17;4;3;18
88;2020-04-09;39;2;8;21
88;2020-04-10;29;2;18;17
88;2020-04-11;3;0;1;13
88;2020-04-12;11;0;6;6
88;2020-04-13;12;3;4;6
88;2020-04-14;9;3;5;4
88;2020-04-15;32;1;10;20
88;2020-04-16;17;1;4;12
88;2020-04-17;8;4;2;12
88;2020-04-18;10;0;2;8
88;2020-04-19;14;2;12;3
88;2020-04-20;13;0;6;31
88;2020-04-21;19;0;6;18
88;2020-04-22;11;1;3;7
88;2020-04-23;7;2;2;8
88;2020-04-24;9;2;2;13
88;2020-04-25;5;0;2;8
88;2020-04-26;3;0;1;0
88;2020-04-27;2;0;3;2
88;2020-04-28;18;2;4;17
88;2020-04-29;6;0;2;5
88;2020-04-30;13;0;0;18
88;2020-05-01;4;1;0;4
88;2020-05-02;2;0;1;3
89;2020-03-19;2;2;2;0
89;2020-03-20;2;0;0;0
89;2020-03-21;2;0;0;0
89;2020-03-22;1;0;0;0
89;2020-03-23;3;4;0;0
89;2020-03-24;2;0;0;0
89;2020-03-25;13;2;0;0
89;2020-03-26;5;1;1;1
89;2020-03-27;2;0;0;0
89;2020-03-28;1;0;0;0
89;2020-03-29;7;2;1;4
89;2020-03-30;14;2;0;2
89;2020-03-31;27;2;1;1
89;2020-04-01;15;5;3;4
89;2020-04-02;18;1;1;2
89;2020-04-03;16;2;1;10
89;2020-04-04;8;0;1;6
89;2020-04-05;0;0;1;0
89;2020-04-06;12;1;3;6
89;2020-04-07;5;2;2;11
89;2020-04-08;11;0;0;10
89;2020-04-09;1;0;1;3
89;2020-04-10;16;3;5;13
89;2020-04-11;10;0;2;11
89;2020-04-12;4;0;1;0
89;2020-04-13;1;0;2;0
89;2020-04-14;17;1;4;5
89;2020-04-15;11;0;1;15
89;2020-04-16;14;1;1;2
89;2020-04-17;10;0;0;3
89;2020-04-18;1;0;4;4
89;2020-04-19;6;0;1;1
89;2020-04-20;5;1;3;3
89;2020-04-21;15;0;0;4
89;2020-04-22;29;6;2;13
89;2020-04-23;9;2;6;5
89;2020-04-24;4;0;1;8
89;2020-04-25;7;0;1;1
89;2020-04-26;2;0;2;2
89;2020-04-27;2;0;1;1
89;2020-04-28;6;1;1;5
89;2020-04-29;7;3;4;4
89;2020-04-30;2;1;0;2
89;2020-05-01;4;0;3;8
89;2020-05-02;3;0;2;3
90;2020-03-19;28;3;5;0
90;2020-03-20;1;1;0;0
90;2020-03-21;36;2;9;10
90;2020-03-22;18;1;5;19
90;2020-03-23;37;5;6;2
90;2020-03-24;24;1;3;7
90;2020-03-25;35;3;3;6
90;2020-03-26;12;2;5;10
90;2020-03-27;24;1;8;10
90;2020-03-28;18;3;1;0
90;2020-03-29;16;3;7;6
90;2020-03-30;21;3;10;8
90;2020-03-31;45;7;0;18
90;2020-04-01;22;0;4;0
90;2020-04-02;40;6;11;32
90;2020-04-03;17;2;3;10
90;2020-04-04;16;1;5;24
90;2020-04-05;15;2;3;5
90;2020-04-06;15;0;3;4
90;2020-04-07;24;2;5;25
90;2020-04-08;11;0;2;17
90;2020-04-09;9;0;2;6
90;2020-04-10;34;1;4;16
90;2020-04-11;13;0;5;14
90;2020-04-12;11;1;4;4
90;2020-04-13;17;2;4;4
90;2020-04-14;3;0;1;2
90;2020-04-15;4;0;7;21
90;2020-04-16;10;2;2;14
90;2020-04-17;11;0;5;10
90;2020-04-18;7;1;1;14
90;2020-04-19;3;1;0;3
90;2020-04-20;6;0;2;0
90;2020-04-21;5;1;2;15
90;2020-04-22;6;1;6;7
90;2020-04-23;2;0;1;4
90;2020-04-24;6;0;0;8
90;2020-04-25;1;0;1;9
90;2020-04-26;3;0;1;1
90;2020-04-27;0;0;2;1
90;2020-04-28;0;0;0;0
90;2020-04-29;11;2;2;14
90;2020-04-30;5;0;0;7
90;2020-05-01;5;0;2;5
90;2020-05-02;1;0;2;1
91;2020-03-19;49;14;1;4
91;2020-03-20;40;6;1;3
91;2020-03-21;37;6;2;1
91;2020-03-22;61;16;0;5
91;2020-03-23;48;21;0;5
91;2020-03-24;61;7;4;19
91;2020-03-25;98;16;5;23
91;2020-03-26;76;18;3;12
91;2020-03-27;51;11;3;12
91;2020-03-28;103;30;3;35
91;2020-03-29;42;7;12;13
91;2020-03-30;82;16;10;7
91;2020-03-31;89;27;9;23
91;2020-04-01;87;15;11;15
91;2020-04-02;128;28;20;30
91;2020-04-03;130;15;13;32
91;2020-04-04;115;9;14;24
91;2020-04-05;51;15;9;25
91;2020-04-06;71;13;24;33
91;2020-04-07;83;15;8;59
91;2020-04-08;214;19;16;33
91;2020-04-09;93;13;13;73
91;2020-04-10;120;14;16;52
91;2020-04-11;82;12;11;42
91;2020-04-12;61;4;10;24
91;2020-04-13;17;5;7;6
91;2020-04-14;59;10;27;41
91;2020-04-15;49;6;14;71
91;2020-04-16;69;14;13;53
91;2020-04-17;98;6;24;41
91;2020-04-18;34;5;8;36
91;2020-04-19;28;1;7;4
91;2020-04-20;32;9;10;15
91;2020-04-21;57;6;19;54
91;2020-04-22;35;6;9;24
91;2020-04-23;44;13;13;64
91;2020-04-24;78;5;12;45
91;2020-04-25;54;10;3;25
91;2020-04-26;3;1;2;4
91;2020-04-27;29;2;9;29
91;2020-04-28;42;9;9;56
91;2020-04-29;66;5;8;54
91;2020-04-30;54;2;11;41
91;2020-05-01;11;1;3;24
91;2020-05-02;8;1;0;3
92;2020-03-19;95;21;3;13
92;2020-03-20;65;14;4;15
92;2020-03-21;101;16;9;22
92;2020-03-22;114;27;3;17
92;2020-03-23;125;22;6;25
92;2020-03-24;166;37;5;38
92;2020-03-25;179;37;15;42
92;2020-03-26;161;45;10;36
92;2020-03-27;191;29;18;34
92;2020-03-28;210;42;15;53
92;2020-03-29;124;37;22;31
92;2020-03-30;174;24;17;35
92;2020-03-31;290;46;22;81
92;2020-04-01;301;45;24;59
92;2020-04-02;247;29;38;96
92;2020-04-03;229;51;26;97
92;2020-04-04;184;30;31;62
92;2020-04-05;114;36;25;74
92;2020-04-06;158;35;27;86
92;2020-04-07;223;42;59;168
92;2020-04-08;171;22;20;91
92;2020-04-09;148;28;23;147
92;2020-04-10;190;36;45;110
92;2020-04-11;120;23;20;79
92;2020-04-12;103;23;22;36
92;2020-04-13;82;20;24;49
92;2020-04-14;100;14;36;73
92;2020-04-15;130;20;36;112
92;2020-04-16;119;22;21;109
92;2020-04-17;83;11;21;88
92;2020-04-18;94;11;21;67
92;2020-04-19;52;8;6;20
92;2020-04-20;105;9;31;68
92;2020-04-21;87;14;18;131
92;2020-04-22;102;8;23;66
92;2020-04-23;102;14;20;73
92;2020-04-24;94;11;20;82
92;2020-04-25;58;5;13;78
92;2020-04-26;25;7;10;31
92;2020-04-27;68;14;17;63
92;2020-04-28;90;5;30;83
92;2020-04-29;41;9;15;76
92;2020-04-30;52;10;10;74
92;2020-05-01;29;7;2;50
92;2020-05-02;19;3;6;13
93;2020-03-19;104;30;9;16
93;2020-03-20;44;6;5;11
93;2020-03-21;51;10;1;6
93;2020-03-22;25;9;4;5
93;2020-03-23;71;14;4;12
93;2020-03-24;84;23;10;17
93;2020-03-25;84;8;9;9
93;2020-03-26;120;22;21;20
93;2020-03-27;157;16;14;25
93;2020-03-28;94;16;18;62
93;2020-03-29;112;4;13;13
93;2020-03-30;137;18;11;22
93;2020-03-31;217;32;38;88
93;2020-04-01;271;42;26;47
93;2020-04-02;126;14;21;42
93;2020-04-03;166;24;35;54
93;2020-04-04;145;12;23;56
93;2020-04-05;67;11;22;14
93;2020-04-06;152;15;12;58
93;2020-04-07;213;34;72;65
93;2020-04-08;183;18;34;91
93;2020-04-09;254;15;44;116
93;2020-04-10;179;23;34;100
93;2020-04-11;126;13;14;73
93;2020-04-12;92;9;10;55
93;2020-04-13;59;14;24;45
93;2020-04-14;127;14;34;87
93;2020-04-15;122;21;29;108
93;2020-04-16;122;25;25;97
93;2020-04-17;182;8;46;126
93;2020-04-18;94;12;26;43
93;2020-04-19;46;7;12;40
93;2020-04-20;81;8;12;67
93;2020-04-21;82;8;13;72
93;2020-04-22;105;12;18;77
93;2020-04-23;92;4;18;70
93;2020-04-24;61;3;17;69
93;2020-04-25;29;2;7;62
93;2020-04-26;27;2;5;24
93;2020-04-27;97;9;21;44
93;2020-04-28;76;14;20;96
93;2020-04-29;41;8;12;46
93;2020-04-30;20;4;5;39
93;2020-05-01;26;5;8;19
93;2020-05-02;15;1;1;22
94;2020-03-19;115;17;6;35
94;2020-03-20;66;14;1;17
94;2020-03-21;58;7;0;12
94;2020-03-22;73;15;6;15
94;2020-03-23;108;26;6;18
94;2020-03-24;124;30;3;19
94;2020-03-25;146;37;7;33
94;2020-03-26;159;14;18;30
94;2020-03-27;160;12;17;30
94;2020-03-28;180;26;15;47
94;2020-03-29;123;14;17;18
94;2020-03-30;114;15;3;28
94;2020-03-31;259;25;46;68
94;2020-04-01;325;57;39;81
94;2020-04-02;205;34;27;54
94;2020-04-03;272;45;38;86
94;2020-04-04;164;21;32;78
94;2020-04-05;127;18;22;25
94;2020-04-06;187;24;49;34
94;2020-04-07;301;40;49;93
94;2020-04-08;256;47;54;91
94;2020-04-09;182;24;21;74
94;2020-04-10;203;21;37;79
94;2020-04-11;122;13;14;48
94;2020-04-12;84;23;19;54
94;2020-04-13;86;20;32;27
94;2020-04-14;85;39;36;39
94;2020-04-15;195;21;35;116
94;2020-04-16;126;26;41;109
94;2020-04-17;92;20;20;73
94;2020-04-18;80;18;22;77
94;2020-04-19;27;8;10;11
94;2020-04-20;86;14;33;45
94;2020-04-21;127;10;30;86
94;2020-04-22;98;10;25;180
94;2020-04-23;95;13;10;94
94;2020-04-24;69;4;22;137
94;2020-04-25;73;17;14;79
94;2020-04-26;26;2;11;9
94;2020-04-27;28;4;22;26
94;2020-04-28;65;5;19;101
94;2020-04-29;59;3;12;50
94;2020-04-30;43;2;13;72
94;2020-05-01;34;3;8;23
94;2020-05-02;18;9;6;24
95;2020-03-19;80;7;4;15
95;2020-03-20;61;13;4;21
95;2020-03-21;72;9;4;17
95;2020-03-22;84;11;7;9
95;2020-03-23;73;15;9;13
95;2020-03-24;63;21;10;35
95;2020-03-25;98;13;13;30
95;2020-03-26;103;7;15;29
95;2020-03-27;130;13;14;63
95;2020-03-28;74;8;12;30
95;2020-03-29;114;10;21;52
95;2020-03-30;116;13;14;37
95;2020-03-31;140;15;16;44
95;2020-04-01;116;7;13;71
95;2020-04-02;143;16;18;55
95;2020-04-03;136;17;26;60
95;2020-04-04;88;12;14;52
95;2020-04-05;39;6;5;27
95;2020-04-06;129;12;42;63
95;2020-04-07;103;17;24;43
95;2020-04-08;112;10;25;69
95;2020-04-09;122;27;16;56
95;2020-04-10;85;10;30;90
