country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
NA,Namibia,,,,,,2020-02-15,-5,-8,2,-8,2,3
NA,Namibia,,,,,,2020-02-16,-12,-10,4,-9,-1,2
NA,Namibia,,,,,,2020-02-17,-13,-14,-3,-17,6,1
NA,Namibia,,,,,,2020-02-18,-15,-14,-6,-11,6,2
NA,Namibia,,,,,,2020-02-19,-13,-14,-5,-15,6,0
NA,Namibia,,,,,,2020-02-20,-4,-4,1,-7,6,-1
NA,Namibia,,,,,,2020-02-21,-2,-4,-7,-3,11,-2
NA,Namibia,,,,,,2020-02-22,-1,-3,0,-7,4,2
NA,Namibia,,,,,,2020-02-23,-6,-5,1,-12,3,1
NA,Namibia,,,,,,2020-02-24,-9,-11,-3,-12,10,0
NA,Namibia,,,,,,2020-02-25,-1,0,-1,-4,11,-1
NA,Namibia,,,,,,2020-02-26,0,-2,-2,-7,11,-2
NA,Namibia,,,,,,2020-02-27,2,3,7,-4,9,-1
NA,Namibia,,,,,,2020-02-28,13,13,9,4,11,-5
NA,Namibia,,,,,,2020-02-29,20,18,16,-1,6,-4
NA,Namibia,,,,,,2020-03-01,23,24,19,4,8,-4
NA,Namibia,,,,,,2020-03-02,7,10,10,-7,12,-2
NA,Namibia,,,,,,2020-03-03,2,5,9,-2,10,-1
NA,Namibia,,,,,,2020-03-04,4,4,11,-3,10,-1
NA,Namibia,,,,,,2020-03-05,2,4,8,7,10,-1
NA,Namibia,,,,,,2020-03-06,5,4,9,5,13,-3
NA,Namibia,,,,,,2020-03-07,8,3,7,-2,10,0
NA,Namibia,,,,,,2020-03-08,2,1,7,-10,8,-1
NA,Namibia,,,,,,2020-03-09,-7,-8,0,-3,8,0
NA,Namibia,,,,,,2020-03-10,-9,-7,0,-3,8,0
NA,Namibia,,,,,,2020-03-11,-7,-8,2,-6,8,-1
NA,Namibia,,,,,,2020-03-12,-7,-7,-3,0,9,0
NA,Namibia,,,,,,2020-03-13,-4,-4,-5,-2,11,-1
NA,Namibia,,,,,,2020-03-14,-1,-2,1,-9,6,2
