country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MA,Morocco,,,,,,2020-02-15,1,-2,1,-3,5,1
MA,Morocco,,,,,,2020-02-16,0,-2,3,-5,0,0
MA,Morocco,,,,,,2020-02-17,-3,-3,0,-4,4,0
MA,Morocco,,,,,,2020-02-18,0,-1,2,-4,5,0
MA,Morocco,,,,,,2020-02-19,-1,-2,0,-3,4,0
MA,Morocco,,,,,,2020-02-20,-1,0,5,0,4,0
MA,Morocco,,,,,,2020-02-21,0,1,2,-4,8,0
MA,Morocco,,,,,,2020-02-22,1,-1,3,-3,6,1
MA,Morocco,,,,,,2020-02-23,1,0,8,-3,1,0
MA,Morocco,,,,,,2020-02-24,-2,-2,3,-2,6,0
MA,Morocco,,,,,,2020-02-25,1,-1,3,-3,6,0
MA,Morocco,,,,,,2020-02-26,0,-2,-1,-4,5,0
MA,Morocco,,,,,,2020-02-27,0,0,3,-2,4,0
MA,Morocco,,,,,,2020-02-28,3,0,3,-4,8,0
MA,Morocco,,,,,,2020-02-29,4,2,3,-1,8,0
MA,Morocco,,,,,,2020-03-01,7,4,7,0,4,-1
MA,Morocco,,,,,,2020-03-02,2,3,2,0,7,-1
MA,Morocco,,,,,,2020-03-03,3,4,5,-2,6,0
MA,Morocco,,,,,,2020-03-04,3,4,4,-1,6,0
MA,Morocco,,,,,,2020-03-05,1,4,1,0,6,0
MA,Morocco,,,,,,2020-03-06,2,3,1,-3,10,0
MA,Morocco,,,,,,2020-03-07,3,2,2,-2,9,1
MA,Morocco,,,,,,2020-03-08,3,2,9,-3,2,1
MA,Morocco,,,,,,2020-03-09,-1,0,2,-3,6,0
MA,Morocco,,,,,,2020-03-10,0,1,3,-3,6,0
MA,Morocco,,,,,,2020-03-11,1,0,1,-4,6,0
MA,Morocco,,,,,,2020-03-12,-2,0,0,-4,5,0
MA,Morocco,,,,,,2020-03-13,-3,7,-4,-7,9,0
MA,Morocco,,,,,,2020-03-14,-11,3,-14,-9,5,2
MA,Morocco,,,,,,2020-03-15,-22,-8,-20,-19,-4,5
MA,Morocco,,,,,,2020-03-16,-29,-1,-25,-21,-16,6
MA,Morocco,,,,,,2020-03-17,-54,-18,-37,-35,-31,12
MA,Morocco,,,,,,2020-03-18,-62,-30,-47,-44,-40,16
MA,Morocco,,,,,,2020-03-19,-66,-36,-52,-49,-47,18
MA,Morocco,,,,,,2020-03-20,-65,-28,-54,-53,-49,18
MA,Morocco,,,,,,2020-03-21,-83,-64,-71,-72,-59,25
MA,Morocco,,,,,,2020-03-22,-85,-68,-73,-76,-57,23
MA,Morocco,,,,,,2020-03-23,-80,-57,-64,-71,-63,26
MA,Morocco,,,,,,2020-03-24,-81,-60,-64,-73,-65,27
MA,Morocco,,,,,,2020-03-25,-80,-57,-64,-72,-63,27
MA,Morocco,,,,,,2020-03-26,-79,-56,-64,-72,-64,27
MA,Morocco,,,,,,2020-03-27,-82,-60,-66,-75,-62,28
MA,Morocco,,,,,,2020-03-28,-85,-68,-73,-78,-62,28
MA,Morocco,,,,,,2020-03-29,-86,-71,-74,-80,-57,25
MA,Morocco,,,,,,2020-03-30,-80,-59,-65,-74,-65,27
MA,Morocco,,,,,,2020-03-31,-81,-60,-66,-74,-66,28
MA,Morocco,,,,,,2020-04-01,-80,-57,-65,-73,-66,28
MA,Morocco,,,,,,2020-04-02,-79,-56,-65,-72,-66,29
MA,Morocco,,,,,,2020-04-03,-80,-57,-65,-75,-63,30
MA,Morocco,,,,,,2020-04-04,-82,-62,-71,-76,-61,28
MA,Morocco,,,,,,2020-04-05,-84,-66,-73,-78,-56,25
MA,Morocco,,,,,,2020-04-06,-79,-56,-65,-73,-65,28
MA,Morocco,,,,,,2020-04-07,-79,-55,-66,-74,-66,29
MA,Morocco,,,,,,2020-04-08,-80,-57,-67,-75,-66,29
MA,Morocco,,,,,,2020-04-09,-80,-56,-66,-74,-66,29
MA,Morocco,,,,,,2020-04-10,-80,-57,-66,-75,-63,30
MA,Morocco,,,,,,2020-04-11,-82,-62,-72,-76,-61,29
MA,Morocco,,,,,,2020-04-12,-84,-66,-73,-79,-56,25
MA,Morocco,,,,,,2020-04-13,-79,-55,-64,-73,-64,29
MA,Morocco,,,,,,2020-04-14,-79,-56,-64,-73,-64,29
MA,Morocco,,,,,,2020-04-15,-80,-57,-66,-74,-64,29
MA,Morocco,,,,,,2020-04-16,-79,-56,-65,-73,-64,30
MA,Morocco,,,,,,2020-04-17,-81,-58,-66,-76,-62,31
MA,Morocco,,,,,,2020-04-18,-81,-61,-71,-76,-60,27
MA,Morocco,,,,,,2020-04-19,-83,-63,-72,-77,-54,24
MA,Morocco,,,,,,2020-04-20,-76,-51,-62,-70,-61,27
