country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
LY,Libya,,,,,,2020-02-15,4,5,9,6,5,0
LY,Libya,,,,,,2020-02-16,6,9,14,-3,-11,3
LY,Libya,,,,,,2020-02-17,-2,0,28,-4,-22,4
LY,Libya,,,,,,2020-02-18,3,6,11,4,4,1
LY,Libya,,,,,,2020-02-19,2,4,9,1,5,-1
LY,Libya,,,,,,2020-02-20,2,5,8,7,4,1
LY,Libya,,,,,,2020-02-21,3,4,6,8,3,1
LY,Libya,,,,,,2020-02-22,3,4,3,10,6,0
LY,Libya,,,,,,2020-02-23,6,7,12,3,6,0
LY,Libya,,,,,,2020-02-24,5,7,9,4,6,-1
LY,Libya,,,,,,2020-02-25,5,7,15,7,7,0
LY,Libya,,,,,,2020-02-26,4,5,11,7,7,0
LY,Libya,,,,,,2020-02-27,3,7,13,11,5,1
LY,Libya,,,,,,2020-02-28,4,4,9,8,3,0
LY,Libya,,,,,,2020-02-29,3,6,10,9,7,0
LY,Libya,,,,,,2020-03-01,7,9,13,2,9,1
LY,Libya,,,,,,2020-03-02,4,8,13,7,9,-1
LY,Libya,,,,,,2020-03-03,6,7,12,3,10,0
LY,Libya,,,,,,2020-03-04,4,7,8,-1,8,1
LY,Libya,,,,,,2020-03-05,3,7,10,5,8,1
LY,Libya,,,,,,2020-03-06,5,6,16,8,4,0
LY,Libya,,,,,,2020-03-07,3,7,16,-1,8,-1
LY,Libya,,,,,,2020-03-08,4,9,13,-2,9,-1
LY,Libya,,,,,,2020-03-09,4,7,14,-3,7,-2
LY,Libya,,,,,,2020-03-10,3,5,15,-7,7,-1
LY,Libya,,,,,,2020-03-11,4,9,14,-3,8,-1
LY,Libya,,,,,,2020-03-12,4,10,16,2,8,0
LY,Libya,,,,,,2020-03-13,7,8,20,-1,4,0
LY,Libya,,,,,,2020-03-14,2,10,16,1,6,0
LY,Libya,,,,,,2020-03-15,1,14,14,-5,1,3
LY,Libya,,,,,,2020-03-16,-7,9,9,-12,-2,3
LY,Libya,,,,,,2020-03-17,-10,6,5,-20,-2,5
LY,Libya,,,,,,2020-03-18,-14,3,1,-26,-5,6
LY,Libya,,,,,,2020-03-19,-27,-9,-11,-33,-12,11
LY,Libya,,,,,,2020-03-20,-35,-14,-21,-41,-9,10
LY,Libya,,,,,,2020-03-21,-29,-9,-18,-39,-11,10
LY,Libya,,,,,,2020-03-22,-37,-18,-23,-49,-24,15
LY,Libya,,,,,,2020-03-23,-39,-17,-24,-46,-28,14
LY,Libya,,,,,,2020-03-24,-34,-6,-18,-42,-30,11
LY,Libya,,,,,,2020-03-25,-53,-32,-36,-60,-41,19
LY,Libya,,,,,,2020-03-26,-53,-32,-35,-57,-39,21
LY,Libya,,,,,,2020-03-27,-50,-33,-36,-56,-15,14
LY,Libya,,,,,,2020-03-28,-49,-28,-29,-52,-27,17
LY,Libya,,,,,,2020-03-29,-49,-28,-32,-52,-36,21
LY,Libya,,,,,,2020-03-30,-54,-32,-36,-58,-42,20
LY,Libya,,,,,,2020-03-31,-51,-29,-32,-54,-40,20
LY,Libya,,,,,,2020-04-01,-51,-29,-30,-54,-39,19
