country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
LT,Lithuania,,,,,,2020-02-15,2,4,44,9,1,-1
LT,Lithuania,,,,,,2020-02-16,9,2,29,14,1,-2
LT,Lithuania,,,,,,2020-02-17,2,0,15,0,-14,3
LT,Lithuania,,,,,,2020-02-18,3,2,12,0,-13,3
LT,Lithuania,,,,,,2020-02-19,3,0,18,-1,-14,2
LT,Lithuania,,,,,,2020-02-20,2,2,17,2,-15,2
LT,Lithuania,,,,,,2020-02-21,-3,1,7,-1,-15,3
LT,Lithuania,,,,,,2020-02-22,-6,-2,-11,1,-1,0
LT,Lithuania,,,,,,2020-02-23,0,2,8,1,1,-1
LT,Lithuania,,,,,,2020-02-24,3,5,18,4,2,0
LT,Lithuania,,,,,,2020-02-25,-2,2,-5,3,3,0
LT,Lithuania,,,,,,2020-02-26,2,5,15,3,3,0
LT,Lithuania,,,,,,2020-02-27,-2,5,-11,0,1,1
LT,Lithuania,,,,,,2020-02-28,-4,8,2,-2,2,1
LT,Lithuania,,,,,,2020-02-29,-8,0,15,-2,2,1
LT,Lithuania,,,,,,2020-03-01,-4,-1,30,0,2,0
LT,Lithuania,,,,,,2020-03-02,-2,-1,24,2,2,1
LT,Lithuania,,,,,,2020-03-03,1,1,15,1,3,0
LT,Lithuania,,,,,,2020-03-04,-2,1,9,-2,2,1
LT,Lithuania,,,,,,2020-03-05,-1,1,19,2,2,0
LT,Lithuania,,,,,,2020-03-06,1,6,46,8,3,-1
LT,Lithuania,,,,,,2020-03-07,1,7,21,5,2,0
LT,Lithuania,,,,,,2020-03-08,13,18,58,13,6,-2
LT,Lithuania,,,,,,2020-03-09,0,1,30,1,1,0
LT,Lithuania,,,,,,2020-03-10,14,17,40,9,1,-2
LT,Lithuania,,,,,,2020-03-11,-14,-10,44,-32,-73,20
LT,Lithuania,,,,,,2020-03-12,-5,11,-10,-6,-1,1
LT,Lithuania,,,,,,2020-03-13,-16,9,8,-18,-18,7
LT,Lithuania,,,,,,2020-03-14,-28,1,-15,-27,-8,6
LT,Lithuania,,,,,,2020-03-15,-13,13,51,-19,-3,2
LT,Lithuania,,,,,,2020-03-16,-46,-18,5,-42,-36,15
LT,Lithuania,,,,,,2020-03-17,-50,-23,48,-44,-45,17
LT,Lithuania,,,,,,2020-03-18,-54,-27,41,-48,-48,19
LT,Lithuania,,,,,,2020-03-19,-55,-27,30,-51,-49,19
LT,Lithuania,,,,,,2020-03-20,-62,-13,25,-52,-48,21
LT,Lithuania,,,,,,2020-03-21,-69,-25,0,-54,-35,13
LT,Lithuania,,,,,,2020-03-22,-68,-27,7,-55,-31,10
LT,Lithuania,,,,,,2020-03-23,-62,-22,25,-54,-50,20
LT,Lithuania,,,,,,2020-03-24,-63,-23,28,-55,-52,21
LT,Lithuania,,,,,,2020-03-25,-64,-25,37,-55,-53,21
LT,Lithuania,,,,,,2020-03-26,-64,-27,36,-55,-53,21
LT,Lithuania,,,,,,2020-03-27,-64,-23,43,-55,-52,22
LT,Lithuania,,,,,,2020-03-28,-67,-27,62,-46,-34,9
LT,Lithuania,,,,,,2020-03-29,-72,-38,-28,-63,-33,11
LT,Lithuania,,,,,,2020-03-30,-64,-29,3,-60,-53,22
LT,Lithuania,,,,,,2020-03-31,-63,-26,7,-58,-53,22
LT,Lithuania,,,,,,2020-04-01,-66,-31,-19,-62,-54,23
LT,Lithuania,,,,,,2020-04-02,-66,-30,-20,-62,-55,24
LT,Lithuania,,,,,,2020-04-03,-65,-24,-11,-60,-53,24
LT,Lithuania,,,,,,2020-04-04,-67,-27,3,-54,-34,13
LT,Lithuania,,,,,,2020-04-05,-63,-26,63,-49,-28,8
LT,Lithuania,,,,,,2020-04-06,-58,-24,74,-51,-52,19
LT,Lithuania,,,,,,2020-04-07,-56,-14,87,-49,-53,18
LT,Lithuania,,,,,,2020-04-08,-56,-12,75,-50,-53,18
LT,Lithuania,,,,,,2020-04-09,-53,-1,17,-53,-53,19
LT,Lithuania,,,,,,2020-04-10,-56,0,22,-53,-53,21
LT,Lithuania,,,,,,2020-04-11,-69,-22,-13,-59,-39,16
LT,Lithuania,,,,,,2020-04-12,-90,-89,-12,-67,-47,14
LT,Lithuania,,,,,,2020-04-13,-80,-53,2,-76,-88,32
LT,Lithuania,,,,,,2020-04-14,-61,-24,-4,-59,-53,21
LT,Lithuania,,,,,,2020-04-15,-61,-20,-2,-59,-54,22
LT,Lithuania,,,,,,2020-04-16,-57,-18,2,-56,-53,22
LT,Lithuania,,,,,,2020-04-17,-54,-10,21,-53,-50,21
LT,Lithuania,,,,,,2020-04-18,-58,-24,22,-47,-26,9
LT,Lithuania,,,,,,2020-04-19,-58,-32,30,-49,-25,8
LT,Lithuania,,,,,,2020-04-20,-51,-25,39,-54,-50,19
LT,Lithuania,,,,,,2020-04-21,-50,-20,70,-50,-49,17
LT,Lithuania,,,,,,2020-04-22,-49,-19,89,-49,-49,16
LT,Lithuania,,,,,,2020-04-23,-48,-18,69,-47,-49,16
LT,Lithuania,,,,,,2020-04-24,-48,-13,67,-47,-47,16
LT,Lithuania,,,,,,2020-04-25,-49,-16,46,-37,-21,5
LT,Lithuania,,,,,,2020-04-26,-47,-20,56,-39,-17,4
LT,Lithuania,,,,,,2020-04-27,-40,-16,75,-45,-45,15
LT,Lithuania,,,,,,2020-04-28,-40,-13,64,-45,-45,14
LT,Lithuania,,,,,,2020-04-29,-39,-11,52,-44,-45,16
LT,Lithuania,,,,,,2020-04-30,-30,1,84,-35,-44,12
LT,Lithuania,,,,,,2020-05-01,-49,-15,136,-47,-76,18
LT,Lithuania,,,,,,2020-05-02,-43,-9,35,-36,-21,5
LT,Lithuania,,,,,,2020-05-03,-35,4,80,-23,-6,-2
LT,Lithuania,,,,,,2020-05-04,-38,-17,81,-44,-42,14
LT,Lithuania,,,,,,2020-05-05,-36,-10,79,-41,-42,13
LT,Lithuania,,,,,,2020-05-06,-37,-8,49,-44,-42,15
LT,Lithuania,,,,,,2020-05-07,-36,-7,61,-41,-41,14
LT,Lithuania,,,,,,2020-05-08,-35,0,92,-35,-39,12
LT,Lithuania,,,,,,2020-05-09,-35,2,109,-23,-6,-1
LT,Lithuania,,,,,,2020-05-10,-28,4,164,-20,1,-4
LT,Lithuania,,,,,,2020-05-11,-35,-6,18,-44,-40,14
LT,Lithuania,,,,,,2020-05-12,-35,-2,23,-43,-40,15
LT,Lithuania,,,,,,2020-05-13,-36,-4,18,-42,-39,15
LT,Lithuania,,,,,,2020-05-14,-32,-1,51,-36,-38,12
LT,Lithuania,,,,,,2020-05-15,-34,7,65,-32,-36,11
LT,Lithuania,,,,,,2020-05-16,-37,7,31,-29,-7,3
LT,Lithuania,,,,,,2020-05-17,-38,4,30,-35,-3,2
