open_covid_region_code,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ISR,IL,Israel,,,,,,2020-02-15,13,9.0,64.0,14,1,-3.0
ISR,IL,Israel,,,,,,2020-02-16,2,1.0,12.0,1,1,0.0
ISR,IL,Israel,,,,,,2020-02-17,3,1.0,9.0,1,1,0.0
ISR,IL,Israel,,,,,,2020-02-18,2,0.0,8.0,1,1,0.0
ISR,IL,Israel,,,,,,2020-02-19,-3,-5.0,-10.0,-2,0,1.0
ISR,IL,Israel,,,,,,2020-02-20,3,2.0,9.0,0,1,0.0
ISR,IL,Israel,,,,,,2020-02-21,5,3.0,44.0,6,4,-1.0
ISR,IL,Israel,,,,,,2020-02-22,-2,-2.0,-13.0,-3,0,1.0
ISR,IL,Israel,,,,,,2020-02-23,1,1.0,9.0,0,1,0.0
ISR,IL,Israel,,,,,,2020-02-24,0,-1.0,2.0,-2,-1,1.0
ISR,IL,Israel,,,,,,2020-02-25,2,-2.0,-5.0,-2,-1,1.0
ISR,IL,Israel,,,,,,2020-02-26,4,1.0,23.0,2,1,-1.0
ISR,IL,Israel,,,,,,2020-02-27,4,3.0,24.0,3,1,-1.0
ISR,IL,Israel,,,,,,2020-02-28,7,5.0,81.0,11,4,-2.0
ISR,IL,Israel,,,,,,2020-02-29,0,2.0,11.0,0,1,0.0
ISR,IL,Israel,,,,,,2020-03-01,8,9.0,13.0,3,0,-1.0
ISR,IL,Israel,,,,,,2020-03-02,30,19.0,105.0,-5,-68,13.0
ISR,IL,Israel,,,,,,2020-03-03,0,4.0,10.0,1,3,0.0
ISR,IL,Israel,,,,,,2020-03-04,4,9.0,27.0,4,2,-1.0
ISR,IL,Israel,,,,,,2020-03-05,1,13.0,23.0,0,1,0.0
ISR,IL,Israel,,,,,,2020-03-06,-5,7.0,-7.0,-5,3,2.0
ISR,IL,Israel,,,,,,2020-03-07,3,29.0,33.0,3,6,0.0
ISR,IL,Israel,,,,,,2020-03-08,7,18.0,32.0,1,0,1.0
ISR,IL,Israel,,,,,,2020-03-09,1,17.0,26.0,-6,-15,5.0
ISR,IL,Israel,,,,,,2020-03-10,-1,11.0,47.0,-8,-35,8.0
ISR,IL,Israel,,,,,,2020-03-11,-3,9.0,44.0,-8,-20,5.0
ISR,IL,Israel,,,,,,2020-03-12,-21,11.0,-17.0,-14,-3,6.0
ISR,IL,Israel,,,,,,2020-03-13,-28,5.0,-36.0,-25,-25,8.0
ISR,IL,Israel,,,,,,2020-03-14,-34,58.0,-31.0,-18,-7,6.0
ISR,IL,Israel,,,,,,2020-03-15,-34,29.0,14.0,-29,-33,15.0
ISR,IL,Israel,,,,,,2020-03-16,-40,14.0,26.0,-31,-37,17.0
ISR,IL,Israel,,,,,,2020-03-17,-54,-5.0,-43.0,-44,-41,22.0
